the	O
story	O
lacks	O
all	O
trace	O
of	O
wit	O
,	O
the	O
sets	O
look	O
like	O
they	O
were	O
borrowed	O
from	O
Gilligan	O
's	O
Island	O
--	O
and	O
the	O
CGI	O
Scooby	O
might	O
well	O
be	O
the	O
worst	O
special-effects	O
creation	O
of	O
the	O
year	O
.	O

This	O
version	O
moves	O
beyond	O
the	O
original	O
's	O
nostalgia	O
for	O
the	O
communal	O
film	O
experiences	O
of	O
yesteryear	O
to	O
a	O
deeper	O
realization	O
of	O
cinema	O
's	O
inability	O
to	O
stand	O
in	O
for	O
true	O
,	O
lived	O
experience	O
.	O

There	O
's	O
no	O
palpable	O
chemistry	O
between	O
Lopez	B-PER
and	O
male	O
lead	O
Ralph	B-PER
Fiennes	I-PER
,	O
plus	O
the	O
script	O
by	O
Working	O
Girl	O
scribe	O
Kevin	B-PER
Wade	I-PER
is	O
workmanlike	O
in	O
the	O
extreme	O
.	O

A	O
first-class	O
,	O
thoroughly	O
involving	O
B	O
movie	O
that	O
effectively	O
combines	O
two	O
surefire	O
,	O
beloved	O
genres	O
--	O
the	O
prison	O
flick	O
and	O
the	O
fight	O
film	O
.	O

The	O
film	O
is	O
so	O
bad	O
it	O
does	O
n't	O
improve	O
upon	O
the	O
experience	O
of	O
staring	O
at	O
a	O
blank	O
screen	O
.	O

Weiss	B-PER
and	O
Speck	B-PER
never	O
make	O
a	O
convincing	O
case	O
for	O
the	O
relevance	O
of	O
these	O
two	O
20th-century	O
footnotes	O
.	O

Another	O
Best	O
of	O
the	O
Year	O
selection	O
.	O

It	O
's	O
all	O
a	O
rather	O
shapeless	O
good	O
time	O
.	O

Same	O
song	O
,	O
second	O
verse	O
,	O
coulda	O
been	O
better	O
,	O
but	O
it	O
coulda	O
been	O
worse	O
.	O

I	O
love	O
the	O
robust	O
middle	O
of	O
this	O
picture	O
.	O

That	O
's	O
not	O
vintage	O
Spielberg	B-PER
and	O
that	O
,	O
finally	O
,	O
is	O
minimally	O
satisfying	O
.	O

The	O
soundtrack	O
alone	O
is	O
worth	O
the	O
price	O
of	O
admission	O
.	O

Mostly	O
Martha	O
could	O
have	O
used	O
a	O
little	O
trimming	O
--	O
10	O
or	O
15	O
minutes	O
could	O
be	O
cut	O
and	O
no	O
one	O
would	O
notice	O
--	O
but	O
it	O
's	O
a	O
pleasurable	O
trifle	O
.	O

For	O
the	O
rest	O
of	O
us,	O
sitting	O
through	O
Dahmer	B-PER
's	O
two	O
hours	O
amounts	O
to	O
little	O
more	O
than	O
punishment	O
.	O

Featuring	O
a	O
dangerously	O
seductive	O
performance	O
from	O
the	O
great	O
Daniel	B-PER
Auteuil	I-PER
,	O
``Sade	O
''	O
covers	O
the	O
same	O
period	O
as	O
Kaufmann	B-PER
's	O
``Quills	O
''	O
with	O
more	O
unsettlingly	O
realistic	O
results	O
.	O

The	O
movie	O
is	O
for	O
fans	O
who	O
ca	O
n't	O
stop	O
loving	O
anime	O
,	O
and	O
the	O
fanatical	O
excess	O
built	O
into	O
it	O
.	O

The	O
Ring	O
is	O
worth	O
a	O
look	O
,	O
if	O
you	O
do	O
n't	O
demand	O
much	O
more	O
than	O
a	O
few	O
cheap	O
thrills	O
from	O
your	O
Halloween	O
entertainment	O
.	O

Beautifully	O
observed	O
,	O
miraculously	O
unsentimental	O
comedy-drama	O
.	O

What	O
makes	O
How	O
I	O
Killed	O
My	O
Father	O
compelling	O
,	O
besides	O
its	O
terrific	O
performances	O
,	O
is	O
Fontaine	B-PER
's	O
willingness	O
to	O
wander	O
into	O
the	O
dark	O
areas	O
of	O
parent-child	O
relationships	O
without	O
flinching	O
.	O

This	O
hastily	O
mounted	O
production	O
exists	O
only	O
to	O
capitalize	O
on	O
Hopkins'	B-PER
inclination	O
to	O
play	O
Hannibal	B-PER
Lecter	I-PER
again	O
,	O
even	O
though	O
Harris	B-PER
has	O
no	O
immediate	O
inclination	O
to	O
provide	O
a	O
fourth	O
book	O
.	O

Bullock	B-PER
's	O
complete	O
lack	O
of	O
focus	O
and	O
ability	O
quickly	O
derails	O
the	O
film.1	O

...	O
a	O
plotline	O
that	O
's	O
as	O
lumpy	O
as	O
two-day	O
old	O
porridge	O
.	O
the	O
filmmakers'	O
paws	O
,	O
sad	O
to	O
say	O
,	O
were	O
all	O
over	O
this	O
``un-bear-able	O
''	O
project	O
!	O

Crush	O
could	O
be	O
the	O
worst	O
film	O
a	O
man	O
has	O
made	O
about	O
women	O
since	O
Valley	O
of	O
the	O
Dolls	O
.	O

Reassuring	O
,	O
retro	O
uplifter	O
.	O

Flaccid	O
drama	O
and	O
exasperatingly	O
slow	O
journey	O
.	O

The	O
Movie	O
will	O
reach	O
far	O
beyond	O
its	O
core	O
demographic	O
.	O

How	O
did	O
it	O
ever	O
get	O
made	O
?	O

I	O
like	O
the	O
new	O
footage	O
and	O
still	O
love	O
the	O
old	O
stuff	O
.	O

It	O
briefly	O
flirts	O
with	O
player	O
masochism	O
,	O
but	O
the	O
point	O
of	O
real	O
interest	O
--	O
audience	O
sadism	O
--	O
is	O
evaded	O
completely	O
.	O

Could	O
The	O
Country	O
Bears	O
really	O
be	O
as	O
bad	O
as	O
its	O
trailers	O
?	O

At	O
times	O
,	O
the	O
movie	O
looks	O
genuinely	O
pretty	O
.	O

It	O
depends	O
on	O
how	O
well	O
flatulence	O
gags	O
fit	O
into	O
your	O
holiday	O
concept	O
.	O

The	O
stupidest	O
,	O
most	O
insulting	O
movie	O
of	O
2002	O
's	O
first	O
quarter	O
.	O

The	O
film	O
seems	O
a	O
dead	O
weight	O
.	O

Sparkling	O
,	O
often	O
hilarious	O
romantic	O
jealousy	O
comedy	O
.	O
Attal	B-PER
looks	O
so	O
much	O
like	O
a	O
young	O
Robert	B-PER
DeNiro	I-PER
that	O
it	O
seems	O
the	O
film	O
should	O
instead	O
be	O
called	O
`My	O
Husband	O
Is	O
Travis	O
Bickle'	O
.	O

I	O
did	O
go	O
back	O
and	O
check	O
out	O
the	O
last	O
10	O
minutes	O
,	O
but	O
these	O
were	O
more	O
repulsive	O
than	O
the	O
first	O
30	O
or	O
40	O
minutes	O
.	O

A	O
lousy	O
movie	O
that	O
's	O
not	O
merely	O
unwatchable	O
,	O
but	O
also	O
unlistenable	O
.	O

One	O
of	O
the	O
best	O
films	O
of	O
the	O
year	O
with	O
its	O
exploration	O
of	O
the	O
obstacles	O
to	O
happiness	O
faced	O
by	O
five	O
contemporary	O
individuals	O
.	O
a	O
psychological	O
masterpiece	O
.	O

A	O
strong	O
script	O
,	O
powerful	O
direction	O
and	O
splendid	O
production	O
design	O
allows	O
us	O
to	O
be	O
transported	O
into	O
the	O
life	O
of	O
Wladyslaw	B-PER
Szpilman	I-PER
,	O
who	O
is	O
not	O
only	O
a	O
pianist	O
,	O
but	O
a	O
good	O
human	O
being	O
.	O

But	O
here	O
's	O
the	O
real	O
damn	O
:	O
It	O
is	O
n't	O
funny	O
,	O
either	O
.	O

Qutting	O
may	O
be	O
a	O
flawed	O
film	O
,	O
but	O
it	O
is	O
nothing	O
if	O
not	O
sincere	O
.	O

It	O
's	O
a	O
fanboy	O
`what	O
if?'	O

...	O
something	O
appears	O
to	O
have	O
been	O
lost	O
in	O
the	O
translation	O
this	O
time	O
.	O

Like	O
a	O
documentary	O
version	O
of	O
Fight	O
Club	O
,	O
shorn	O
of	O
social	O
insight	O
,	O
intellectual	O
pretension	O
and	O
cinematic	O
interest	O
.	O

Stephen	B-PER
Rea	I-PER
,	O
Aidan	B-PER
Quinn	I-PER
,	O
and	O
Alan	B-PER
Bates	I-PER
play	O
Desmond	B-PER
's	O
legal	O
eagles	O
,	O
and	O
when	O
joined	O
by	O
Brosnan	B-PER
,	O
the	O
sight	O
of	O
this	O
grandiloquent	O
quartet	O
lolling	O
in	O
pretty	O
Irish	O
settings	O
is	O
a	O
pleasant	O
enough	O
thing	O
,	O
`tis	O
.	O

It	O
's	O
a	O
powerful	O
though	O
flawed	O
movie	O
,	O
guaranteed	O
to	O
put	O
a	O
lump	O
in	O
your	O
throat	O
while	O
reaffirming	O
Washington	B-PER
as	O
possibly	O
the	O
best	O
actor	O
working	O
in	O
movies	O
today	O
.	O

An	O
intriguing	O
and	O
entertaining	O
introduction	O
to	O
Johnson	B-PER
.	O

Everything	O
was	O
as	O
superficial	O
as	O
the	O
forced	O
New	B-LOC
Jersey	I-LOC
lowbrow	O
accent	O
Uma	B-PER
had	O
.	O

Despite	O
the	O
holes	O
in	O
the	O
story	O
and	O
the	O
somewhat	O
predictable	O
plot	O
,	O
moments	O
of	O
the	O
movie	O
caused	O
me	O
to	O
jump	O
in	O
my	O
chair	O
.	O

`How	O
many	O
more	O
voyages	O
can	O
this	O
limping	O
but	O
dearly-loved	O
franchise	O
survive?'	O

If	O
only	O
the	O
story	O
about	O
a	O
multi-million	O
dollar	O
con	O
bothered	O
to	O
include	O
the	O
con	O
.	O

It	O
is	O
supremely	O
unfunny	O
and	O
unentertaining	O
to	O
watch	O
middle-age	O
and	O
older	O
men	O
drink	O
to	O
excess	O
,	O
piss	O
on	O
trees	O
,	O
b	O
.	O
one	O
another	O
and	O
put	O
on	O
a	O
show	O
in	O
drag	O
.	O

Only	O
a	O
few	O
minutes	O
elapse	O
before	O
the	O
daddy	O
of	O
all	O
slashers	O
arrives	O
,	O
still	O
with	O
the	O
boiler	O
suit	O
and	O
white	O
mask	O
,	O
which	O
look	O
remarkably	O
clean	O
for	O
a	O
guy	O
who	O
has	O
been	O
mass-murdering	O
since	O
1978	O
but	O
has	O
never	O
been	O
seen	O
doing	O
laundry	O
.	O

Showtime	O
is	O
one	O
of	O
the	O
hapless	O
victims	O
of	O
the	O
arrogant	O
``if	O
we	O
put	O
together	O
a	O
wry	O
white	O
man	O
and	O
a	O
chatty	O
black	O
man	O
and	O
give	O
them	O
guns	O
,	O
the	O
movie	O
will	O
be	O
funny	O
''	O
syndrome	O
.	O

Whatever	O
heartwarming	O
scene	O
the	O
impressively	O
discreet	O
filmmakers	O
may	O
have	O
expected	O
to	O
record	O
with	O
their	O
mini	O
DV,	O
they	O
show	O
a	O
remarkable	O
ability	O
to	O
document	O
both	O
sides	O
of	O
this	O
emotional	O
car-wreck	O
.	O

A	O
zombie	O
movie	O
in	O
every	O
sense	O
of	O
the	O
word	O
--	O
mindless	O
,	O
lifeless	O
,	O
meandering	O
,	O
loud	O
,	O
painful	O
,	O
obnoxious	O
.	O

It	O
has	O
fun	O
with	O
the	O
quirks	O
of	O
family	O
life	O
,	O
but	O
it	O
also	O
treats	O
the	O
subject	O
with	O
fondness	O
and	O
respect	O
.	O

Novak	B-PER
manages	O
to	O
capture	O
a	O
cruelly	O
hilarious	O
vein	O
of	O
black	O
comedy	O
in	O
the	O
situation	O
with	O
his	O
cast	O
of	O
non-actors	O
and	O
a	O
gritty	O
,	O
no-budget	O
approach	O
.	O

Since	O
Lee	B-PER
is	O
a	O
sentimentalist	O
,	O
the	O
film	O
is	O
more	O
worshipful	O
than	O
your	O
random	O
E!	O

The	O
movie	O
is	O
almost	O
completely	O
lacking	O
in	O
suspense	O
,	O
surprise	O
and	O
consistent	O
emotional	O
conviction	O
.	O

High	O
Crimes	O
knows	O
the	O
mistakes	O
that	O
bad	O
movies	O
make	O
and	O
is	O
determined	O
not	O
to	O
make	O
them	O
,	O
and	O
maybe	O
that	O
is	O
nobility	O
of	O
a	O
sort	O
.	O

But	O
it	O
's	O
too	O
long	O
and	O
too	O
convoluted	O
and	O
it	O
ends	O
in	O
a	O
muddle	O
.	O

This	O
thing	O
works	O
on	O
no	O
level	O
whatsoever	O
for	O
me.	O

...	O
a	O
bland	O
murder-on-campus	O
yawner	O
.	O

In	O
comparison	O
to	O
his	O
earlier	O
films	O
it	O
seems	O
a	O
disappointingly	O
thin	O
slice	O
of	O
lower-class	O
London	B-LOC
life	O
;	O
despite	O
the	O
title	O
.	O
amounts	O
to	O
surprisingly	O
little	O
.	O

One	O
of	O
the	O
finest	O
,	O
most	O
humane	O
and	O
important	O
Holocaust	O
movies	O
ever	O
made	O
.	O

Suffers	O
from	O
rambling	O
,	O
repetitive	O
dialogue	O
and	O
the	O
visual	O
drabness	O
endemic	O
to	O
digital	O
video	O
.	O

The	O
twist	O
that	O
ends	O
the	O
movie	O
is	O
the	O
one	O
with	O
the	O
most	O
emotional	O
resonance	O
,	O
but	O
twists	O
are	O
getting	O
irritating	O
,	O
and	O
this	O
is	O
the	O
kind	O
of	O
material	O
where	O
the	O
filmmakers	O
should	O
be	O
very	O
careful	O
about	O
raising	O
eyebrows	O
.	O

Angel	O
presents	O
events	O
partly	O
from	O
the	O
perspective	O
of	O
Aurelie	B-PER
and	O
Christelle	B-PER
,	O
and	O
infuses	O
the	O
film	O
with	O
the	O
sensibility	O
of	O
a	O
particularly	O
nightmarish	O
fairytale	O
.	O

Features	O
one	O
of	O
the	O
most	O
affecting	O
depictions	O
of	O
a	O
love	O
affair	O
ever	O
committed	O
to	O
film	O
.	O

It	O
is	O
intensely	O
personal	O
and	O
yet	O
--	O
unlike	O
Quills	O
--	O
deftly	O
shows	O
us	O
the	O
temper	O
of	O
the	O
times	O
.	O

Even	O
as	O
I	O
valiantly	O
struggled	O
to	O
remain	O
interested	O
,	O
or	O
at	O
least	O
conscious	O
,	O
I	O
could	O
feel	O
my	O
eyelids	O
.	O
getting	O
.	O
very	O
.	O
heavy	O
.	O

...	O
a	O
solid	O
,	O
well-formed	O
satire	O
.	O

Deserves	O
high	O
marks	O
for	O
political	O
courage	O
but	O
barely	O
gets	O
by	O
on	O
its	O
artistic	O
merits	O
.	O

Read	O
My	O
Lips	O
is	O
to	O
be	O
viewed	O
and	O
treasured	O
for	O
its	O
extraordinary	O
intelligence	O
and	O
originality	O
as	O
well	O
as	O
its	O
lyrical	O
variations	O
on	O
the	O
game	O
of	O
love	O
.	O

...	O
creates	O
a	O
visceral	O
sense	O
of	O
its	O
characters'	O
lives	O
and	O
conflicted	O
emotions	O
that	O
carries	O
it	O
far	O
above	O
.	O
what	O
could	O
have	O
been	O
a	O
melodramatic	O
,	O
Lifetime	O
Channel-style	O
anthology	O
.	O

Reeks	O
of	O
rot	O
and	O
hack	O
work	O
from	O
start	O
to	O
finish	O
.	O

Just	O
how	O
these	O
families	O
interact	O
may	O
surprise	O
you	O
.	O

The	O
Movie	O
is	O
what	O
happens	O
when	O
you	O
blow	O
up	O
small	O
potatoes	O
to	O
10	O
times	O
their	O
natural	O
size	O
,	O
and	O
it	O
ai	O
n't	O
pretty	O
.	O

Even	O
a	O
hardened	O
voyeur	O
would	O
require	O
the	O
patience	O
of	O
Job	B-PER
to	O
get	O
through	O
this	O
interminable	O
,	O
shapeless	O
documentary	O
about	O
the	O
swinging	O
subculture	O
.	O

Creepy	O
,	O
authentic	O
and	O
dark	O
.	O

A	O
lame	O
romantic	O
comedy	O
about	O
an	O
unsympathetic	O
character	O
and	O
someone	O
who	O
would	O
not	O
likely	O
be	O
so	O
stupid	O
as	O
to	O
get	O
involved	O
with	O
her	O
.	O

Rob	B-PER
Schneider	I-PER
's	O
infantile	O
cross-dressing	O
routines	O
fill	O
The	O
Hot	O
Chick	O
,	O
the	O
latest	O
gimmick	O
from	O
this	O
unimaginative	O
comedian	O
.	O

The	O
film	O
is	O
a	O
contrivance	O
,	O
as	O
artificial	O
as	O
the	O
video	O
games	O
Japanese	O
teens	O
play	O
in	O
a	O
nightclub	O
sequence	O
,	O
but	O
it	O
's	O
an	O
enjoyable	O
one	O
.	O

At	O
its	O
worst	O
the	O
screenplay	O
is	O
callow	O
,	O
but	O
at	O
its	O
best	O
it	O
is	O
a	O
young	O
artist	O
's	O
thoughtful	O
consideration	O
of	O
fatherhood	O
.	O

At	O
78	O
minutes	O
it	O
just	O
zings	O
along	O
with	O
vibrance	O
and	O
warmth	O
.	O

Only	O
an	O
epic	O
documentary	O
could	O
get	O
it	O
all	O
down	O
,	O
and	O
Spike	B-PER
Lee	I-PER
's	O
Jim	B-PER
Brown	I-PER
:	O
All	O
American	O
at	O
long	O
last	O
gives	O
its	O
subject	O
a	O
movie	O
worthy	O
of	O
his	O
talents	O
.	O

As	O
quiet	O
,	O
patient	O
and	O
tenacious	O
as	O
Mr.	O
Lopez	B-PER
himself	O
,	O
who	O
approaches	O
his	O
difficult	O
,	O
endless	O
work	O
with	O
remarkable	O
serenity	O
and	O
discipline	O
.	O

Instead	O
of	O
hiding	O
Pinocchio	O
from	O
critics	O
,	O
Miramax	B-ORG
should	O
have	O
hidden	O
it	O
from	O
everyone	O
.	O

What	O
a	O
great	O
shame	O
that	O
such	O
a	O
talented	O
director	O
as	O
Chen	B-PER
Kaige	I-PER
has	O
chosen	O
to	O
make	O
his	O
English-language	O
debut	O
with	O
a	O
film	O
so	O
poorly	O
plotted	O
and	O
scripted	O
.	O

Jeffs	B-PER
has	O
created	O
a	O
breathtakingly	O
assured	O
and	O
stylish	O
work	O
of	O
spare	O
dialogue	O
and	O
acute	O
expressiveness	O
.	O

Just	O
about	O
the	O
best	O
straight-up	O
,	O
old-school	O
horror	O
film	O
of	O
the	O
last	O
15	O
years	O
.	O

Gosling	B-PER
creates	O
a	O
staggeringly	O
compelling	O
character	O
,	O
a	O
young	O
man	O
whose	O
sharp	O
intellect	O
is	O
at	O
the	O
very	O
root	O
of	O
his	O
contradictory	O
,	O
self-hating	O
,	O
self-destructive	O
ways	O
.	O

I	O
thought	O
the	O
relationships	O
were	O
wonderful	O
,	O
the	O
comedy	O
was	O
funny	O
,	O
and	O
the	O
love	O
`real'	O
.	O

Better	O
at	O
putting	O
you	O
to	O
sleep	O
than	O
a	O
sound	O
machine	O
.	O

Feels	O
less	O
like	O
a	O
cousin	O
to	O
Blade	O
Runner	O
than	O
like	O
a	O
bottom-feeder	O
sequel	O
in	O
the	O
Escape	O
From	O
New	O
York	O
series	O
.	O

Elegantly	O
produced	O
and	O
expressively	O
performed	O
,	O
the	O
six	O
musical	O
numbers	O
crystallize	O
key	O
plot	O
moments	O
into	O
minutely	O
detailed	O
wonders	O
of	O
dreamlike	O
ecstasy	O
.	O

Ultimate	O
X	O
is	O
a	O
ride	O
,	O
basically	O
the	O
kind	O
of	O
greatest-hits	O
reel	O
that	O
might	O
come	O
with	O
a	O
subscription	O
to	O
ESPN	B-ORG
the	O
Magazine	O
.	O

Celebrated	O
at	O
Sundance	O
,	O
this	O
slight	O
comedy	O
of	O
manners	O
has	O
winning	O
performances	O
and	O
a	O
glossy	O
,	O
glib	O
charm	O
that	O
's	O
hard	O
to	O
beat	O
.	O

Apparently	O
,	O
romantic	O
comedy	O
with	O
a	O
fresh	O
point	O
of	O
view	O
just	O
does	O
n't	O
figure	O
in	O
the	O
present	O
Hollywood	O
program	O
.	O

That	O
Haynes	B-PER
can	O
both	O
maintain	O
and	O
dismantle	O
the	O
facades	O
that	O
his	O
genre	O
and	O
his	O
character	O
construct	O
is	O
a	O
wonderous	O
accomplishment	O
of	O
veracity	O
and	O
narrative	O
grace	O
.	O

Some	O
elements	O
of	O
it	O
really	O
blow	O
the	O
big	O
one	O
,	O
but	O
other	O
parts	O
are	O
decent	O
.	O

No	O
French	O
people	O
were	O
harmed	O
during	O
the	O
making	O
of	O
this	O
movie	O
,	O
but	O
they	O
were	O
insulted	O
and	O
the	O
audience	O
was	O
put	O
through	O
torture	O
for	O
an	O
hour	O
and	O
a	O
half	O
.	O

I	O
was	O
feeling	O
this	O
movie	O
until	O
it	O
veered	O
off	O
too	O
far	O
into	O
the	O
Exxon	O
zone	O
,	O
and	O
left	O
me	O
behind	O
at	O
the	O
station	O
looking	O
for	O
a	O
return	O
ticket	O
to	O
realism	O
.	O

The	O
simplicity	O
of	O
The	O
Way	O
Home	O
has	O
few	O
equals	O
this	O
side	O
of	O
Aesop	O
.	O

Exceptionally	O
well	O
acted	O
by	O
Diane	B-PER
Lane	I-PER
and	O
Richard	B-PER
Gere	I-PER
.	O

Dong	B-PER
shows	O
how	O
intolerance	O
has	O
the	O
power	O
to	O
deform	O
families	O
,	O
then	O
tear	O
them	O
apart	O
.	O

A	O
stupid	O
,	O
derivative	O
horror	O
film	O
that	O
substitutes	O
extreme	O
gore	O
for	O
suspense	O
.	O

It	O
's	O
a	O
great	O
American	O
adventure	O
and	O
a	O
wonderful	O
film	O
to	O
bring	O
to	O
IMAX	O
.	O

It	O
's	O
51	O
times	O
better	O
than	O
this	O
.	O

It	O
's	O
like	O
an	O
old	O
Warner	B-ORG
Bros	I-ORG
.	O
costumer	O
jived	O
with	O
sex	O
--	O
this	O
could	O
be	O
the	O
movie	O
Errol	B-PER
Flynn	I-PER
always	O
wanted	O
to	O
make	O
,	O
though	O
Bette	B-PER
Davis	I-PER
,	O
cast	O
as	O
Joan	B-PER
,	O
would	O
have	O
killed	O
him	O
.	O

A	O
miraculous	O
movie	O
,	O
I	O
'm	O
Going	O
Home	O
is	O
so	O
slight	O
,	O
yet	O
overflows	O
with	O
wisdom	O
and	O
emotion	O
.	O

A	O
fiercely	O
clever	O
and	O
subtle	O
film	O
,	O
capturing	O
the	O
precarious	O
balance	O
between	O
the	O
extravagant	O
confidence	O
of	O
the	O
exiled	O
aristocracy	O
and	O
the	O
cruel	O
earnestness	O
of	O
the	O
victorious	O
revolutionaries	O
.	O

It	O
's	O
as	O
if	O
you	O
're	O
watching	O
a	O
movie	O
that	O
was	O
made	O
in	O
1978	O
but	O
not	O
released	O
then	O
because	O
it	O
was	O
so	O
weak	O
,	O
and	O
it	O
has	O
been	O
unearthed	O
and	O
released	O
now	O
,	O
when	O
it	O
has	O
become	O
even	O
weaker	O
.	O

Anemic	O
chronicle	O
of	O
money	O
grubbing	O
New	O
Yorkers	O
and	O
their	O
serial	O
loveless	O
hook	O
ups	O
.	O

Thanks	O
to	O
a	O
small	O
star	O
with	O
big	O
heart	O
,	O
this	O
family	O
film	O
sequel	O
is	O
plenty	O
of	O
fun	O
for	O
all	O
.	O

And	O
I	O
've	O
decided	O
to	O
leave	O
a	O
light	O
on	O
every	O
night	O
from	O
now	O
on.	O

Festers	O
in	O
just	O
such	O
a	O
dungpile	O
that	O
you	O
'd	O
swear	O
you	O
were	O
watching	O
monkeys	O
flinging	O
their	O
feces	O
at	O
you	O
.	O

under-rehearsed	O
and	O
lifeless	O

Exactly	O
what	O
you	O
'd	O
expect	O
from	O
a	O
guy	O
named	O
Kaos	B-PER
.	O

If	O
legendary	O
shlockmeister	O
Ed	B-PER
Wood	I-PER
had	O
ever	O
made	O
a	O
movie	O
about	O
a	O
vampire	O
,	O
it	O
probably	O
would	O
look	O
a	O
lot	O
like	O
this	O
alarming	O
production	O
,	O
adapted	O
from	O
Anne	B-PER
Rice	I-PER
's	O
novel	O
The	O
Vampire	O
Chronicles	O
.	O

For	O
those	O
for	O
whom	O
the	O
name	O
Woody	B-PER
Allen	I-PER
was	O
once	O
a	O
guarantee	O
of	O
something	O
fresh	O
,	O
sometimes	O
funny	O
,	O
and	O
usually	O
genuinely	O
worthwhile	O
,	O
Hollywood	O
Ending	O
is	O
a	O
depressing	O
experience	O
.	O

Bella	B-PER
is	O
the	O
picture	O
of	O
health	O
with	O
boundless	O
energy	O
until	O
a	O
few	O
days	O
before	O
she	O
dies	O
.	O

The	O
fun	O
of	O
the	O
movie	O
is	O
the	O
chance	O
it	O
affords	O
to	O
watch	O
Jackson	B-PER
,	O
who	O
also	O
served	O
as	O
executive	O
producer	O
,	O
take	O
his	O
smooth	O
,	O
shrewd	O
,	O
powerful	O
act	O
abroad	O
.	O

What	O
should	O
have	O
been	O
a	O
cutting	O
Hollywood	O
satire	O
is	O
instead	O
about	O
as	O
fresh	O
as	O
last	O
week	O
's	O
issue	O
of	O
Variety	O
.	O

Cox	B-PER
offers	O
plenty	O
of	O
glimpses	O
at	O
existing	O
photos	O
,	O
but	O
there	O
are	O
no	O
movies	O
of	O
Nijinsky	B-PER
,	O
so	O
instead	O
the	O
director	O
treats	O
us	O
to	O
an	O
aimless	O
hodgepodge	O
.	O

Aaliyah	B-PER
rarely	O
dampens	O
her	O
diva	O
persona	O
enough	O
to	O
spark	O
genuine	O
chemistry	O
with	O
Townsend	B-PER
.	O

Mr.	O
Soderbergh	B-PER
's	O
direction	O
and	O
visual	O
style	O
struck	O
me	O
as	O
unusually	O
and	O
unimpressively	O
fussy	O
and	O
pretentious	O
.	O

Mazel	O
tov	O
to	O
a	O
film	O
about	O
a	O
family	O
's	O
joyous	O
life	O
acting	O
on	O
